po_id,supplier,order_date,delivery_date,item_category,order_status,quantity,unit_price,negotiated_price,defective_units,compliance,order_year,order_month,year_month,lead_time_days,original_spend,negotiated_spend,savings,savings_rate,defect_rate,is_delivered,is_partially_delivered,is_pending,is_cancelled,is_completed_delivery,is_compliant
PO-00234,Delta_Logistics,2023-10-09,2023-10-18,Electronics,Delivered,1304,32.08,29.36,,Yes,2023,10,2023-10,9.0,41832.32,38285.44,3546.8799999999974,0.08478802992518697,,1,0,0,0,1,1
PO-00235,Delta_Logistics,2022-03-02,,Raw Materials,Delivered,239,39.87,35.47,32.0,Yes,2022,3,2022-03,,9528.93,8477.33,1051.6000000000004,0.1103586656634061,0.13389121338912133,1,0,0,0,1,1
PO-00236,Alpha_Inc,2022-08-23,,Office Supplies,Delivered,1298,21.51,20.83,,Yes,2022,8,2022-08,,27919.980000000003,27037.339999999997,882.6400000000067,0.031613203161320554,,1,0,0,0,1,1
PO-00237,Delta_Logistics,2022-03-11,,MRO,Delivered,1458,91.05,81.56,220.0,Yes,2022,3,2022-03,,132750.9,118914.48000000001,13836.419999999984,0.10422844590884117,0.15089163237311384,1,0,0,0,1,1
PO-00238,Gamma_Co,2022-02-02,2022-02-13,MRO,Delivered,1450,63.74,59.11,71.0,Yes,2022,2,2022-02,11.0,92423.0,85709.5,6713.5,0.07263884530906808,0.04896551724137931,1,0,0,0,1,1
PO-00239,Beta_Supplies,2022-12-05,2022-12-20,Electronics,Delivered,1356,75.03,63.86,131.0,Yes,2022,12,2022-12,15.0,101740.68000000001,86594.16,15146.520000000004,0.14887378381980543,0.09660766961651918,1,0,0,0,1,1
PO-00240,Gamma_Co,2022-03-14,,Packaging,Delivered,682,81.84,71.86,40.0,Yes,2022,3,2022-03,,55814.880000000005,49008.52,6806.360000000008,0.12194525904203336,0.05865102639296188,1,0,0,0,1,1
PO-00241,Gamma_Co,2023-06-11,2023-06-19,Packaging,Delivered,677,59.52,55.29,39.0,Yes,2023,6,2023-06,8.0,40295.04,37431.33,2863.709999999999,0.07106854838709675,0.05760709010339734,1,0,0,0,1,1
PO-00242,Delta_Logistics,2022-09-01,2022-09-14,Office Supplies,Delivered,1022,18.54,16.55,150.0,Yes,2022,9,2022-09,13.0,18947.879999999997,16914.100000000002,2033.7799999999952,0.10733549083063622,0.14677103718199608,1,0,0,0,1,1
PO-00243,Alpha_Inc,2022-10-13,,Raw Materials,Delivered,1818,60.96,57.13,41.0,Yes,2022,10,2022-10,,110825.28,103862.34000000001,6962.939999999988,0.0628280839895012,0.022552255225522552,1,0,0,0,1,1
PO-00244,Epsilon_Group,2023-11-17,2023-11-29,Electronics,Delivered,1332,69.73,63.8,41.0,Yes,2023,11,2023-11,12.0,92880.36,84981.59999999999,7898.760000000009,0.0850423060375736,0.03078078078078078,1,0,0,0,1,1
PO-00245,Beta_Supplies,2023-05-13,2023-05-26,Raw Materials,Delivered,1432,83.26,77.67,174.0,Yes,2023,5,2023-05,13.0,119228.32,111223.44,8004.880000000005,0.06713908239250543,0.12150837988826815,1,0,0,0,1,1
PO-00246,Beta_Supplies,2022-08-08,2022-08-26,Packaging,Pending,759,50.56,46.47,63.0,No,2022,8,2022-08,18.0,38375.04,35270.729999999996,3104.310000000005,0.08089398734177228,0.08300395256916997,0,0,1,0,0,0
PO-00247,Alpha_Inc,2023-07-07,2023-07-19,Packaging,Delivered,1529,23.42,22.44,30.0,Yes,2023,7,2023-07,12.0,35809.18,34310.76,1498.4199999999983,0.041844577284372284,0.01962066710268149,1,0,0,0,1,1
PO-00248,Gamma_Co,2022-05-16,2022-05-25,Electronics,Delivered,1484,36.25,31.8,61.0,Yes,2022,5,2022-05,9.0,53795.0,47191.200000000004,6603.799999999996,0.1227586206896551,0.04110512129380054,1,0,0,0,1,1
PO-00249,Epsilon_Group,2023-08-08,2023-08-20,Packaging,Delivered,698,46.73,45.61,15.0,Yes,2023,8,2023-08,12.0,32617.539999999997,31835.78,781.7599999999984,0.02396747271560021,0.02148997134670487,1,0,0,0,1,1
PO-00250,Epsilon_Group,2023-08-14,2023-08-22,Packaging,Pending,367,74.61,71.36,13.0,Yes,2023,8,2023-08,8.0,27381.87,26189.12,1192.75,0.04355984452486262,0.035422343324250684,0,0,1,0,0,1
PO-00251,Epsilon_Group,2023-04-30,2023-05-20,Office Supplies,Partially Delivered,1750,65.97,58.34,50.0,Yes,2023,4,2023-04,20.0,115447.5,102095.0,13352.5,0.11565863271183871,0.02857142857142857,0,1,0,0,1,1
PO-00252,Delta_Logistics,2022-09-06,2022-09-24,Office Supplies,Partially Delivered,1298,43.73,37.21,,No,2022,9,2022-09,18.0,56761.53999999999,48298.58,8462.959999999992,0.14909672993368384,,0,1,0,0,1,0
PO-00253,Gamma_Co,2023-04-30,2023-05-20,Packaging,Delivered,1892,106.2,96.37,93.0,Yes,2023,4,2023-04,20.0,200930.4,182332.04,18598.359999999986,0.09256120527306962,0.04915433403805497,1,0,0,0,1,1
PO-00254,Beta_Supplies,2023-02-21,2023-02-24,Electronics,Delivered,1307,68.71,60.64,141.0,Yes,2023,2,2023-02,3.0,89803.96999999999,79256.48,10547.48999999999,0.11745015281618387,0.10788064269319052,1,0,0,0,1,1
PO-00255,Beta_Supplies,2022-07-14,2022-07-29,Electronics,Delivered,733,32.29,29.01,78.0,Yes,2022,7,2022-07,15.0,23668.57,21264.33,2404.239999999998,0.1015794363580055,0.10641200545702592,1,0,0,0,1,1
PO-00256,Gamma_Co,2022-04-07,,Packaging,Delivered,713,19.45,18.82,31.0,Yes,2022,4,2022-04,,13867.85,13418.66,449.1900000000005,0.03239074550128538,0.043478260869565216,1,0,0,0,1,1
PO-00257,Beta_Supplies,2022-04-10,2022-04-24,Packaging,Delivered,1900,24.11,23.45,188.0,Yes,2022,4,2022-04,14.0,45809.0,44555.0,1254.0,0.027374533388635422,0.09894736842105263,1,0,0,0,1,1
PO-00258,Delta_Logistics,2023-11-06,2023-11-08,MRO,Cancelled,1447,35.67,35.07,224.0,No,2023,11,2023-11,2.0,51614.490000000005,50746.29,868.2000000000044,0.016820857863751135,0.15480304077401522,0,0,0,1,0,0
PO-00259,Epsilon_Group,2023-03-18,,Office Supplies,Delivered,1745,26.17,22.25,55.0,Yes,2023,3,2023-03,,45666.65,38826.25,6840.4000000000015,0.14978983568972107,0.03151862464183381,1,0,0,0,1,1
PO-00260,Beta_Supplies,2022-12-29,2023-01-14,Office Supplies,Delivered,1681,28.26,26.62,143.0,Yes,2022,12,2022-12,16.0,47505.060000000005,44748.22,2756.840000000004,0.05803255484784155,0.08506841165972635,1,0,0,0,1,1
PO-00261,Delta_Logistics,2023-03-10,2023-03-18,Electronics,Delivered,1545,38.15,36.96,214.0,Yes,2023,3,2023-03,8.0,58941.75,57103.200000000004,1838.5499999999956,0.03119266055045864,0.13851132686084142,1,0,0,0,1,1
PO-00262,Epsilon_Group,2023-02-25,2023-03-02,Raw Materials,Delivered,1306,27.27,25.96,39.0,Yes,2023,2,2023-02,5.0,35614.62,33903.76,1710.8600000000006,0.04803813714704805,0.02986217457886677,1,0,0,0,1,1
PO-00263,Gamma_Co,2023-04-24,2023-05-06,Raw Materials,Delivered,1765,97.51,84.3,65.0,Yes,2023,4,2023-04,12.0,172105.15000000002,148789.5,23315.650000000023,0.13547328479130358,0.036827195467422094,1,0,0,0,1,1
PO-00264,Gamma_Co,2022-02-25,2022-03-15,Packaging,Cancelled,1186,17.31,16.0,64.0,Yes,2022,2,2022-02,18.0,20529.66,18976.0,1553.6599999999999,0.07567879838243789,0.05396290050590219,0,0,0,1,0,1
PO-00265,Delta_Logistics,2023-11-21,2023-11-26,Packaging,Delivered,1903,63.5,56.09,254.0,Yes,2023,11,2023-11,5.0,120840.5,106739.27,14101.229999999996,0.11669291338582674,0.13347346295323173,1,0,0,0,1,1
PO-00266,Delta_Logistics,2023-11-01,2023-11-05,MRO,Delivered,1570,52.1,47.87,,No,2023,11,2023-11,4.0,81797.0,75155.9,6641.100000000006,0.08119001919385804,,1,0,0,0,1,0
PO-00267,Delta_Logistics,2023-10-24,2023-11-13,MRO,Delivered,491,108.75,93.35,,No,2023,10,2023-10,20.0,53396.25,45834.85,7561.4000000000015,0.14160919540229888,,1,0,0,0,1,0
PO-00268,Beta_Supplies,2022-04-11,2022-04-20,Electronics,Partially Delivered,613,20.38,20.17,58.0,Yes,2022,4,2022-04,9.0,12492.939999999999,12364.210000000001,128.72999999999774,0.010304219823356052,0.09461663947797716,0,1,0,0,1,1
PO-00269,Gamma_Co,2022-03-04,2022-03-16,Raw Materials,Partially Delivered,1341,46.27,43.94,63.0,Yes,2022,3,2022-03,12.0,62048.07000000001,58923.53999999999,3124.5300000000134,0.05035660255024875,0.04697986577181208,0,1,0,0,1,1
PO-00270,Beta_Supplies,2023-02-17,2023-03-04,MRO,Partially Delivered,1583,103.57,89.38,164.0,Yes,2023,2,2023-02,15.0,163951.31,141488.53999999998,22462.77000000002,0.1370087863280874,0.10360075805432722,0,1,0,0,1,1
PO-00271,Beta_Supplies,2022-12-14,,Raw Materials,Cancelled,1880,92.73,90.78,173.0,Yes,2022,12,2022-12,,174332.4,170666.4,3666.0,0.021028793270786154,0.09202127659574467,0,0,0,1,0,1
PO-00272,Epsilon_Group,2022-04-22,2022-04-26,MRO,Delivered,1459,84.79,82.72,47.0,Yes,2022,4,2022-04,4.0,123708.61000000002,120688.48,3020.130000000019,0.024413256280221878,0.03221384509938314,1,0,0,0,1,1
PO-00273,Delta_Logistics,2022-09-12,,Office Supplies,Delivered,1460,34.54,31.87,208.0,No,2022,9,2022-09,,50428.4,46530.200000000004,3898.199999999997,0.07730167921250718,0.14246575342465753,1,0,0,0,1,0
PO-00274,Beta_Supplies,2022-07-16,2022-07-28,Packaging,Partially Delivered,1186,26.14,24.78,112.0,Yes,2022,7,2022-07,12.0,31002.04,29389.08,1612.9599999999991,0.052027543993879086,0.09443507588532883,0,1,0,0,1,1
PO-00275,Epsilon_Group,2022-07-14,2022-07-23,MRO,Pending,1686,72.28,65.21,53.0,Yes,2022,7,2022-07,9.0,121864.08,109944.05999999998,11920.020000000019,0.09781405644715012,0.03143534994068802,0,0,1,0,0,1
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,MRO,Delivered,1698,102.07,100.69,28.0,Yes,2023,7,2023-07,4.0,173314.86,170971.62,2343.2399999999907,0.013520133241892766,0.016489988221436984,1,0,0,0,1,1
PO-00277,Epsilon_Group,2023-04-05,,Electronics,Delivered,1001,64.62,55.7,32.0,Yes,2023,4,2023-04,,64684.62,55755.700000000004,8928.919999999998,0.1380377592076756,0.03196803196803197,1,0,0,0,1,1
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,Office Supplies,Delivered,1154,62.67,54.11,25.0,Yes,2022,5,2022-05,3.0,72321.18000000001,62442.94,9878.240000000005,0.13658847933620558,0.021663778162911613,1,0,0,0,1,1
PO-00279,Alpha_Inc,2023-03-09,2023-03-29,Packaging,Cancelled,748,37.66,32.71,,No,2023,3,2023-03,20.0,28169.679999999997,24467.08,3702.599999999995,0.1314391927774826,,0,0,0,1,0,0
PO-00280,Alpha_Inc,2022-07-07,,Office Supplies,Delivered,162,81.63,78.76,2.0,Yes,2022,7,2022-07,,13224.06,12759.12,464.9399999999987,0.03515864265588622,0.012345679012345678,1,0,0,0,1,1
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,Packaging,Delivered,51,28.04,24.13,0.0,Yes,2022,10,2022-10,11.0,1430.04,1230.6299999999999,199.41000000000008,0.1394436519258203,0.0,1,0,0,0,1,1
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,Office Supplies,Delivered,691,42.07,39.1,106.0,Yes,2023,4,2023-04,5.0,29070.37,27018.100000000002,2052.269999999997,0.07059662467316366,0.15340086830680175,1,0,0,0,1,1
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,Office Supplies,Delivered,269,50.22,45.75,32.0,No,2022,9,2022-09,7.0,13509.18,12306.75,1202.4300000000003,0.0890083632019116,0.11895910780669144,1,0,0,0,1,0
PO-00284,Beta_Supplies,2022-03-19,2022-04-06,Electronics,Pending,1639,56.24,55.4,147.0,Yes,2022,3,2022-03,18.0,92177.36,90800.59999999999,1376.7600000000093,0.014935988620199247,0.0896888346552776,0,0,1,0,0,1
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,Raw Materials,Delivered,904,34.04,30.06,26.0,Yes,2023,3,2023-03,7.0,30772.16,27174.239999999998,3597.920000000002,0.1169212690951822,0.028761061946902654,1,0,0,0,1,1
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,Office Supplies,Delivered,1809,22.17,19.65,,Yes,2023,7,2023-07,8.0,40105.530000000006,35546.85,4558.680000000008,0.11366711772665782,,1,0,0,0,1,1
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,Packaging,Delivered,1298,65.93,58.95,,Yes,2022,4,2022-04,5.0,85577.14000000001,76517.1,9060.040000000008,0.10586986197482186,,1,0,0,0,1,1
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,Packaging,Delivered,434,36.16,34.79,41.0,Yes,2022,2,2022-02,20.0,15693.439999999999,15098.859999999999,594.5799999999999,0.03788716814159292,0.0944700460829493,1,0,0,0,1,1
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,Electronics,Delivered,1476,68.85,65.28,43.0,Yes,2023,10,2023-10,5.0,101622.59999999999,96353.28,5269.319999999992,0.05185185185185178,0.029132791327913278,1,0,0,0,1,1
PO-00290,Delta_Logistics,2023-07-08,,Raw Materials,Partially Delivered,1711,26.04,24.81,290.0,Yes,2023,7,2023-07,,44554.439999999995,42449.909999999996,2104.529999999999,0.04723502304147463,0.1694915254237288,0,1,0,0,1,1
PO-00291,Gamma_Co,2022-01-16,2022-01-22,Packaging,Delivered,1203,53.3,47.68,49.0,Yes,2022,1,2022-01,6.0,64119.899999999994,57359.04,6760.859999999993,0.10544090056285169,0.040731504571903575,1,0,0,0,1,1
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,Electronics,Delivered,1126,58.8,52.22,,Yes,2022,4,2022-04,1.0,66208.8,58799.72,7409.080000000002,0.11190476190476192,,1,0,0,0,1,1
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,Packaging,Delivered,1757,15.18,13.06,63.0,Yes,2022,8,2022-08,12.0,26671.26,22946.420000000002,3724.8399999999965,0.13965744400526997,0.035856573705179286,1,0,0,0,1,1
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,MRO,Delivered,779,41.3,36.28,20.0,Yes,2022,6,2022-06,8.0,32172.699999999997,28262.120000000003,3910.5799999999945,0.12154963680387393,0.025673940949935817,1,0,0,0,1,1
PO-00295,Delta_Logistics,2023-02-21,2023-02-22,Office Supplies,Delivered,1745,23.53,22.57,282.0,No,2023,2,2023-02,1.0,41059.85,39384.65,1675.199999999997,0.040798980025499296,0.16160458452722062,1,0,0,0,1,0
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,Raw Materials,Delivered,1783,16.96,15.8,295.0,Yes,2023,5,2023-05,2.0,30239.68,28171.4,2068.279999999999,0.0683962264150943,0.16545148625911385,1,0,0,0,1,1
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,Office Supplies,Partially Delivered,1489,107.02,93.3,,Yes,2023,5,2023-05,14.0,159352.78,138923.69999999998,20429.080000000016,0.1282003363857224,,0,1,0,0,1,1
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,Office Supplies,Delivered,296,40.38,35.25,,Yes,2022,8,2022-08,3.0,11952.480000000001,10434.0,1518.4800000000014,0.12704309063893027,,1,0,0,0,1,1
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,MRO,Delivered,885,88.28,80.8,31.0,Yes,2023,2,2023-02,12.0,78127.8,71508.0,6619.800000000003,0.08473040326234711,0.03502824858757062,1,0,0,0,1,1
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,Raw Materials,Pending,1512,33.25,30.15,53.0,Yes,2022,3,2022-03,4.0,50274.0,45586.799999999996,4687.200000000004,0.093233082706767,0.03505291005291005,0,0,1,0,0,1
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,,No,2022,6,2022-06,8.0,18426.24,17045.28,1380.9600000000028,0.07494529540481415,,1,0,0,0,1,0
PO-00302,Alpha_Inc,2023-01-24,,Electronics,Cancelled,1257,83.13,81.89,30.0,Yes,2023,1,2023-01,,104494.40999999999,102935.73,1558.679999999993,0.014916396006255198,0.02386634844868735,0,0,0,1,0,1
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,Packaging,Delivered,172,63.61,55.92,4.0,Yes,2022,1,2022-01,17.0,10940.92,9618.24,1322.6800000000003,0.12089294136142119,0.023255813953488372,1,0,0,0,1,1
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,Packaging,Pending,450,55.85,49.88,9.0,Yes,2023,2,2023-02,1.0,25132.5,22446.0,2686.5,0.10689346463742166,0.02,0,0,1,0,0,1
PO-00305,Gamma_Co,2022-09-29,2022-10-15,Electronics,Delivered,816,48.95,43.42,45.0,Yes,2022,9,2022-09,16.0,39943.200000000004,35430.72,4512.480000000003,0.11297242083758945,0.05514705882352941,1,0,0,0,1,1
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,Packaging,Delivered,343,44.5,38.57,7.0,Yes,2023,4,2023-04,14.0,15263.5,13229.51,2033.9899999999998,0.13325842696629212,0.02040816326530612,1,0,0,0,1,1
PO-00307,Gamma_Co,2022-10-20,2022-11-05,MRO,Delivered,329,97.87,85.35,21.0,No,2022,10,2022-10,16.0,32199.230000000003,28080.149999999998,4119.080000000005,0.12792479820169628,0.06382978723404255,1,0,0,0,1,0
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,Electronics,Delivered,1910,90.69,85.8,,Yes,2023,3,2023-03,15.0,173217.9,163878.0,9339.899999999994,0.05391994707244456,,1,0,0,0,1,1
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,MRO,Delivered,933,107.99,104.29,29.0,Yes,2023,12,2023-12,3.0,100754.67,97302.57,3452.0999999999913,0.03426243170663942,0.031082529474812434,1,0,0,0,1,1
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,Raw Materials,Delivered,1683,23.09,21.88,253.0,Yes,2023,7,2023-07,5.0,38860.47,36824.04,2036.4300000000003,0.05240363793850152,0.1503267973856209,1,0,0,0,1,1
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,Packaging,Pending,247,84.11,71.97,,Yes,2023,11,2023-11,9.0,20775.17,17776.59,2998.579999999998,0.14433479966710253,,0,0,1,0,0,1
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,MRO,Delivered,1031,102.01,98.65,,Yes,2023,5,2023-05,19.0,105172.31000000001,101708.15000000001,3464.1600000000035,0.03293794726007257,,1,0,0,0,1,1
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,Packaging,Delivered,1980,26.97,24.16,41.0,Yes,2022,6,2022-06,11.0,53400.6,47836.8,5563.799999999996,0.1041898405635891,0.02070707070707071,1,0,0,0,1,1
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,Raw Materials,Delivered,1584,16.46,14.2,57.0,Yes,2022,7,2022-07,20.0,26072.640000000003,22492.8,3579.840000000004,0.13730255164034036,0.03598484848484849,1,0,0,0,1,1
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,Office Supplies,Delivered,801,80.15,70.91,,Yes,2022,10,2022-10,15.0,64200.15,56798.909999999996,7401.240000000005,0.11528384279475991,,1,0,0,0,1,1
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,Packaging,Delivered,193,63.86,57.46,,Yes,2022,8,2022-08,14.0,12324.98,11089.78,1235.199999999999,0.10021922956467263,,1,0,0,0,1,1
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,Raw Materials,Delivered,658,86.62,79.85,72.0,Yes,2022,3,2022-03,4.0,56995.96000000001,52541.299999999996,4454.660000000011,0.07815746940660373,0.1094224924012158,1,0,0,0,1,1
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,Electronics,Delivered,1274,24.72,23.36,37.0,Yes,2023,8,2023-08,18.0,31493.28,29760.64,1732.6399999999994,0.05501618122977345,0.029042386185243328,1,0,0,0,1,1
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,Packaging,Partially Delivered,1197,88.92,78.82,31.0,Yes,2023,7,2023-07,7.0,106437.24,94347.54,12089.700000000012,0.11358524516419263,0.025898078529657476,0,1,0,0,1,1
PO-00320,Gamma_Co,2022-03-04,2022-03-12,Electronics,Delivered,236,28.43,28.11,11.0,Yes,2022,3,2022-03,8.0,6709.48,6633.96,75.51999999999953,0.011255715793176153,0.046610169491525424,1,0,0,0,1,1
PO-00321,Gamma_Co,2022-11-18,2022-12-03,Raw Materials,Partially Delivered,1399,25.97,22.19,62.0,Yes,2022,11,2022-11,15.0,36332.03,31043.81,5288.2199999999975,0.1455525606469002,0.04431736954967834,0,1,0,0,1,1
PO-00322,Gamma_Co,2022-02-28,2022-03-04,Electronics,Delivered,513,24.91,22.58,29.0,Yes,2022,2,2022-02,4.0,12778.83,11583.539999999999,1195.2900000000009,0.09353673223604984,0.056530214424951264,1,0,0,0,1,1
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,MRO,Delivered,1422,83.73,76.47,198.0,Yes,2022,2,2022-02,11.0,119064.06000000001,108740.34,10323.720000000016,0.08670727337871743,0.13924050632911392,1,0,0,0,1,1
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,Office Supplies,Delivered,1844,76.51,73.05,,Yes,2023,8,2023-08,12.0,141084.44,134704.19999999998,6380.24000000002,0.04522284668670776,,1,0,0,0,1,1
PO-00325,Gamma_Co,2023-05-04,,Electronics,Delivered,709,61.64,54.55,41.0,Yes,2023,5,2023-05,,43702.76,38675.95,5026.810000000005,0.11502271252433495,0.05782792665726375,1,0,0,0,1,1
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,,No,2023,5,2023-05,16.0,37137.84,33967.14,3170.699999999997,0.0853765323992994,,1,0,0,0,1,0
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,Office Supplies,Delivered,1004,96.51,92.9,146.0,No,2023,6,2023-06,3.0,96896.04000000001,93271.6,3624.4400000000023,0.03740545021241324,0.1454183266932271,1,0,0,0,1,0
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,Raw Materials,Delivered,452,46.45,40.39,9.0,Yes,2022,6,2022-06,4.0,20995.4,18256.28,2739.1200000000026,0.13046286329386447,0.01991150442477876,1,0,0,0,1,1
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,Raw Materials,Pending,1419,83.91,71.46,137.0,Yes,2022,2,2022-02,12.0,119068.29,101401.73999999999,17666.550000000003,0.14837325706113696,0.09654686398872446,0,0,1,0,0,1
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,Packaging,Delivered,1584,53.73,51.92,167.0,No,2023,6,2023-06,18.0,85108.31999999999,82241.28,2867.0399999999936,0.033686953284943165,0.10542929292929293,1,0,0,0,1,0
PO-00331,Gamma_Co,2022-03-24,2022-04-11,MRO,Pending,196,44.36,43.81,6.0,Yes,2022,3,2022-03,18.0,8694.56,8586.76,107.79999999999927,0.012398557258791621,0.030612244897959183,0,0,1,0,0,1
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,Office Supplies,Delivered,1221,53.19,46.18,29.0,Yes,2022,7,2022-07,4.0,64944.99,56385.78,8559.21,0.13179169016732467,0.02375102375102375,1,0,0,0,1,1
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,Packaging,Delivered,913,37.5,36.2,,Yes,2022,3,2022-03,14.0,34237.5,33050.600000000006,1186.8999999999942,0.0346666666666665,,1,0,0,0,1,1
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,Packaging,Delivered,1784,85.01,76.69,37.0,Yes,2023,9,2023-09,2.0,151657.84,136814.96,14842.880000000005,0.09787083872485593,0.020739910313901346,1,0,0,0,1,1
PO-00335,Delta_Logistics,2022-03-11,,Raw Materials,Delivered,1893,55.8,52.35,,Yes,2022,3,2022-03,,105629.4,99098.55,6530.849999999991,0.06182795698924723,,1,0,0,0,1,1
PO-00336,Delta_Logistics,2023-11-23,2023-12-05,Electronics,Pending,538,34.3,32.25,84.0,No,2023,11,2023-11,12.0,18453.399999999998,17350.5,1102.8999999999978,0.05976676384839639,0.15613382899628253,0,0,1,0,0,0
PO-00337,Delta_Logistics,2022-08-29,2022-09-15,Office Supplies,Pending,978,94.15,87.7,149.0,No,2022,8,2022-08,17.0,92078.70000000001,85770.6,6308.100000000006,0.06850770047796076,0.1523517382413088,0,0,1,0,0,0
PO-00338,Epsilon_Group,2023-02-18,2023-03-06,Raw Materials,Cancelled,1713,47.45,42.05,53.0,Yes,2023,2,2023-02,16.0,81281.85,72031.65,9250.200000000012,0.11380400421496326,0.030939871570344425,0,0,0,1,0,1
PO-00339,Delta_Logistics,2022-05-03,2022-05-07,Raw Materials,Pending,600,60.1,57.92,95.0,No,2022,5,2022-05,4.0,36060.0,34752.0,1308.0,0.03627287853577371,0.15833333333333333,0,0,1,0,0,0
PO-00340,Alpha_Inc,2023-08-07,2023-08-25,Electronics,Pending,387,100.28,85.54,5.0,Yes,2023,8,2023-08,18.0,38808.36,33103.98,5704.379999999997,0.14698843238930986,0.012919896640826873,0,0,1,0,0,1
PO-00341,Alpha_Inc,2022-09-10,2022-09-19,MRO,Pending,921,68.83,59.13,22.0,Yes,2022,9,2022-09,9.0,63392.43,54458.73,8933.699999999997,0.14092692140055205,0.023887079261672096,0,0,1,0,0,1
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,MRO,Delivered,690,22.47,21.94,77.0,Yes,2023,8,2023-08,14.0,15504.3,15138.6,365.6999999999989,0.02358700489541604,0.11159420289855072,1,0,0,0,1,1
PO-00343,Alpha_Inc,2023-09-01,2023-09-21,Office Supplies,Cancelled,1852,104.04,94.89,36.0,Yes,2023,9,2023-09,20.0,192682.08000000002,175736.28,16945.800000000017,0.08794694348327575,0.019438444924406047,0,0,0,1,0,1
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,Electronics,Delivered,522,66.83,58.01,74.0,Yes,2022,2,2022-02,18.0,34885.26,30281.219999999998,4604.0400000000045,0.1319766571898849,0.1417624521072797,1,0,0,0,1,1
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,Electronics,Delivered,200,44.16,43.13,21.0,Yes,2023,9,2023-09,9.0,8832.0,8626.0,206.0,0.02332427536231884,0.105,1,0,0,0,1,1
PO-00346,Gamma_Co,2022-03-25,2022-04-03,Packaging,Delivered,1488,22.76,21.99,,Yes,2022,3,2022-03,9.0,33866.880000000005,32721.12,1145.7600000000057,0.033831282952548496,,1,0,0,0,1,1
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,Electronics,Delivered,1371,87.16,78.13,43.0,Yes,2023,3,2023-03,10.0,119496.36,107116.23,12380.130000000005,0.10360256998623225,0.031363967906637494,1,0,0,0,1,1
PO-00348,Alpha_Inc,2023-11-05,,Office Supplies,Delivered,1684,73.05,62.53,,Yes,2023,11,2023-11,,123016.2,105300.52,17715.679999999993,0.14401095140314848,,1,0,0,0,1,1
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,Electronics,Delivered,312,63.52,58.09,,Yes,2023,8,2023-08,6.0,19818.24,18124.08,1694.1599999999999,0.08548488664987404,,1,0,0,0,1,1
PO-00350,Alpha_Inc,2023-08-02,2023-08-21,Packaging,Cancelled,1837,99.04,86.51,39.0,Yes,2023,8,2023-08,19.0,181936.48,158918.87,23017.610000000015,0.12651453957996778,0.021230266739248774,0,0,0,1,0,1
